,Player,Pos,Age,Tm,PER,TS%,AST%,WS/48,OBPM,DBPM,Year,
1464,Mike Muscala,PF,27,TOT,10.8,0.564,7.7,0.091,-0.8,-0.3,2018,1
1465,Mike Muscala,PF,27,PHI,10.4,0.56,7.9,0.087,-1.1,-0.4,2018,1
1466,Mike Muscala,PF,27,LAL,12.5,0.578,7.1,0.107,0.3,0.4,2018,1
1467,Svi Mykhailiuk,SF,21,TOT,6,0.447,10.9,-0.012,-3.9,-1.1,2018,1
1468,Svi Mykhailiuk,SF,21,LAL,5.8,0.451,10.1,-0.013,-4.1,-1.1,2018,1
1469,Svi Mykhailiuk,SF,21,DET,9.8,0.375,28.5,0.016,0.6,-1.1,2018,1
1470,Abdel Nader,SF,25,OKC,8.8,0.522,3.8,0.062,-3.6,0.3,2018,1
1471,Larry Nance Jr.,C,26,CLE,18.6,0.583,17.8,0.131,1,1.4,2018,1
1472,Raul Neto,PG,26,UTA,13.5,0.558,28.7,0.116,-1.1,0.8,2018,1
1473,Georges Niang,PF,25,UTA,13,0.613,10.1,0.123,-0.2,0.2,2018,1
1474,Nerlens Noel,C,24,OKC,19.3,0.608,5.9,0.198,-1.2,3.3,2018,1
1475,Frank Ntilikina,PG,20,NYK,6,0.417,19.5,-0.045,-5.2,-0.8,2018,1
1476,Jusuf Nurkic,C,24,POR,23.4,0.57,17.9,0.189,2.1,1.7,2018,1
1477,David Nwaba,SF,26,CLE,12.5,0.558,8.1,0.069,-1.8,-0.3,2018,1
1478,Royce O'Neale,SF,25,UTA,9,0.589,10,0.094,-2.6,2.1,2018,1
1479,Semi Ojeleye,PF,24,BOS,8.5,0.531,5.1,0.057,-2.8,-1.2,2018,1
1480,Josh Okogie,SG,20,MIN,9.4,0.492,6.9,0.034,-3.5,0.4,2018,1
1481,Kelly Olynyk,PF,27,MIA,14.4,0.61,11.4,0.126,-0.2,0.9,2018,1
1482,Cedi Osman,SF,23,CLE,11.5,0.536,12.1,0.029,-1.4,-1.8,2018,1
1483,Kelly Oubre Jr.,SF,23,TOT,15.2,0.551,6.8,0.054,-0.3,-0.9,2018,1
1484,Kelly Oubre Jr.,SF,23,WAS,13.3,0.545,3.8,0.053,-1.4,-1.2,2018,1
1485,Kelly Oubre Jr.,SF,23,PHO,16.4,0.555,8.7,0.054,0.4,-0.8,2018,1
1486,Jabari Parker,PF,23,TOT,15.5,0.56,14.1,0.039,-0.7,-0.9,2018,1
1487,Jabari Parker,PF,23,CHI,14.6,0.543,13.2,0.024,-1.1,-1.1,2018,1
1488,Jabari Parker,PF,23,WAS,17,0.587,15.4,0.063,0,-0.6,2018,1
1489,Chris Paul,PG,33,HOU,19.7,0.56,39.3,0.172,2.7,1.1,2018,1
1490,Cameron Payne,PG,24,TOT,11.5,0.519,21.8,0.031,-2.3,-0.7,2018,1
1491,Cameron Payne,PG,24,CHI,10.3,0.492,22.4,0.014,-3.1,-0.7,2018,1
1492,Cameron Payne,PG,24,CLE,15.3,0.596,20,0.082,0.1,-0.8,2018,1
1493,Elfrid Payton,PG,24,NOP,14,0.502,33.5,0.058,-0.7,-0.7,2018,1
1494,Gary Payton II,PG,26,WAS,36.9,0.688,45.1,0.358,8.3,10.6,2018,1
1495,Mason Plumlee,C,28,DEN,17.8,0.602,19.5,0.16,-0.5,2.6,2018,1
1496,Jakob Poeltl,C,23,SAS,19.4,0.64,10,0.193,1.3,0.7,2018,1
1497,Otto Porter Jr.,SF,25,TOT,15.9,0.569,10.6,0.093,0.8,0.1,2018,1
1498,Otto Porter Jr.,SF,25,WAS,15,0.551,9.6,0.085,0,0.3,2018,1
1499,Otto Porter Jr.,SF,25,CHI,18,0.609,13,0.112,2.6,-0.4,2018,1
1500,Bobby Portis,PF,23,TOT,16.1,0.529,8.8,0.06,-0.2,-2.3,2018,1
1501,Bobby Portis,PF,23,CHI,17.2,0.529,9.2,0.062,0.5,-2.4,2018,1
1502,Bobby Portis,PF,23,WAS,15.3,0.53,8.4,0.058,-0.6,-2.2,2018,1
1503,Dwight Powell,C,27,DAL,20.4,0.682,10.7,0.215,2,0.9,2018,1
1504,Norman Powell,SG,25,TOR,13.3,0.596,11.6,0.102,-0.9,0.2,2018,1
1505,Taurean Prince,SF,24,ATL,11.9,0.575,11.1,0.047,-1,-1,2018,1
1506,Julius Randle,PF,24,NOP,21,0.6,15.8,0.131,2.1,-0.6,2018,1
1507,Josh Richardson,SG,25,MIA,14,0.536,17.9,0.106,0.1,0.2,2018,1
1508,Austin Rivers,SG,26,TOT,7.7,0.503,11.5,0.028,-3.3,-1,2018,1
1509,Austin Rivers,SG,26,WAS,6.8,0.49,11.2,-0.014,-4.1,-1.2,2018,1
1510,Austin Rivers,SG,26,HOU,8.2,0.511,11.7,0.05,-2.9,-0.9,2018,1
1511,Duncan Robinson,SF,24,MIA,7.6,0.514,4.4,0.051,-3.4,0,2018,1
1512,Mitchell Robinson,C,20,NYK,22,0.692,4.2,0.217,0.1,2.4,2018,1
1513,Rajon Rondo,PG,32,LAL,12.1,0.473,35.5,0.047,-1.7,0.2,2018,1
1514,Derrick Rose,PG,30,MIN,19.5,0.557,26.4,0.102,3.2,-1.7,2018,1
1515,Terrence Ross,SG,27,ORL,15.4,0.561,9.9,0.095,1.1,-0.3,2018,1
1516,Terry Rozier,PG,24,BOS,12.9,0.501,17.7,0.086,-0.7,0.5,2018,1
1517,Ricky Rubio,PG,28,UTA,14,0.52,32.1,0.095,-1,0.8,2018,1
1518,D'Angelo Russell,PG,22,BRK,19.4,0.533,41.3,0.097,4,-0.6,2018,1
1519,Domantas Sabonis,C,22,IND,21.9,0.63,18.2,0.197,1.9,1.3,2018,1
1520,Tomas Satoransky,PG,27,WAS,14.1,0.59,24.6,0.104,-0.4,-0.3,2018,1
1521,Dennis Schroder,PG,25,OKC,12.7,0.508,20.4,0.06,-1.3,-0.7,2018,1
1522,Wayne Selden,SG,24,TOT,8.3,0.491,11.3,-0.009,-3.8,-1.6,2018,1
1523,Wayne Selden,SG,24,MEM,8.8,0.495,12.4,0.014,-3.3,-1.1,2018,1
1524,Wayne Selden,SG,24,CHI,8.1,0.489,10.8,-0.019,-4,-1.8,2018,1
1525,Collin Sexton,PG,20,CLE,12,0.52,15.3,-0.011,-1.4,-3.3,2018,1
1526,Landry Shamet,SG,21,TOT,11,0.604,9,0.095,-0.3,-1.3,2018,1
1527,Landry Shamet,SG,21,PHI,10.7,0.606,7.4,0.096,-0.7,-1.1,2018,1
1528,Landry Shamet,SG,21,LAC,11.3,0.601,11.5,0.094,0.4,-1.6,2018,1
1529,Pascal Siakam,PF,24,TOR,18.7,0.628,14.6,0.175,1.6,0.8,2018,1
1530,Anfernee Simons,SG,19,POR,11.1,0.535,13.7,0.02,-1.5,-3.7,2018,1
1531,Marcus Smart,SG,24,BOS,13.1,0.568,19.1,0.116,-1.2,2,2018,1
1532,Dennis Smith Jr.,PG,21,TOT,12.3,0.502,27.3,0.001,-1.6,-0.4,2018,1
1533,Dennis Smith Jr.,PG,21,DAL,11.5,0.527,24.1,0.01,-2.1,0,2018,1
1534,Dennis Smith Jr.,PG,21,NYK,13.5,0.473,32.2,-0.014,-0.8,-0.9,2018,1
1535,Ish Smith,PG,30,DET,11.8,0.485,25.4,0.064,-1.6,-0.3,2018,1
1536,Tony Snell,SF,27,MIL,10.7,0.585,6.7,0.117,-1,0.3,2018,1
1537,Jayson Tatum,SF,20,BOS,15.1,0.547,10,0.097,-0.4,0.2,2018,1
1538,Garrett Temple,SG,32,TOT,8.5,0.543,7.4,0.052,-3.3,0.5,2018,1
1539,Garrett Temple,SG,32,MEM,8.6,0.551,6.7,0.05,-3.1,0.4,2018,1
1540,Garrett Temple,SG,32,LAC,8,0.514,9.4,0.061,-4.1,1,2018,1
1541,Daniel Theis,C,26,BOS,17,0.624,10.5,0.188,-0.8,0.9,2018,1
1542,Tristan Thompson,C,27,CLE,18.4,0.551,11.2,0.105,1.4,-1.9,2018,1
1543,Karl-Anthony Towns,C,23,MIN,26.3,0.622,17.2,0.197,5.4,0.6,2018,1
1544,Gary Trent Jr.,SG,20,POR,3.6,0.377,6.2,-0.092,-6.6,-4.2,2018,1
1545,P.J. Tucker,PF,33,HOU,9.2,0.547,4.6,0.086,-1.6,1,2018,1
1546,Myles Turner,C,22,IND,18,0.567,8,0.144,0,2.4,2018,1
1547,Jonas Valanciunas,C,26,TOT,24.4,0.616,12,0.183,2.2,0.4,2018,1
1548,Jonas Valanciunas,C,26,TOR,24.4,0.639,8.5,0.224,2.3,0.8,2018,1
1549,Jonas Valanciunas,C,26,MEM,24.4,0.594,15.7,0.14,2.1,0,2018,1
1550,Jarred Vanderbilt,PF,19,DEN,12.4,0.513,5.9,0.037,-5.2,1,2018,1
1551,Fred VanVleet,PG,24,TOR,13.7,0.539,23.9,0.117,0.4,0.1,2018,1
1552,Nikola Vucevic,C,28,ORL,25.5,0.573,21.9,0.193,5,1.7,2018,1
1553,Moritz Wagner,C,21,LAL,10.1,0.533,7.4,0.02,-3.9,-0.4,2018,1
1554,Kemba Walker,PG,28,CHO,21.7,0.558,29.4,0.123,5.2,-1,2018,1
1555,Lonnie Walker IV,SG,20,SAS,10.8,0.446,10.3,0.019,-3.4,1,2018,1
1556,Brad Wanamaker,PG,29,BOS,14.3,0.597,22.5,0.134,-1.3,0.7,2018,1
1557,Russell Westbrook,PG,30,OKC,21.1,0.501,46.5,0.124,2.8,2.4,2018,1
1558,Derrick White,PG,24,SAS,14.8,0.555,21,0.101,-0.4,1.3,2018,1
1559,Hassan Whiteside,C,29,MIA,23.5,0.564,5.6,0.18,1.1,1.2,2018,1
1560,Andrew Wiggins,SF,23,MIN,12.4,0.493,10.9,0.012,-1.2,-1.8,2018,1
1561,Kenrich Williams,SF,24,NOP,9.7,0.485,9.5,0.053,-2.3,0.4,2018,1
1562,Lou Williams,SG,32,LAC,21.2,0.554,33,0.123,4.3,-2.1,2018,1
1563,Robert Williams III,C,21,BOS,18.8,0.703,3.3,0.201,-1.7,3.4,2018,1
1564,Justise Winslow,SF,22,MIA,12.8,0.513,21.9,0.067,-1.3,0.7,2018,1
1565,Christian Wood,PF,23,TOT,21.9,0.607,4.8,0.151,1.4,-1,2018,1
1566,Christian Wood,PF,23,MIL,17.1,0.585,4.6,0.146,0.3,-1.5,2018,1
1567,Christian Wood,PF,23,NOP,23.4,0.613,4.9,0.152,1.7,-0.8,2018,1
1568,Delon Wright,PG,26,TOT,15.5,0.523,21.6,0.121,0.1,1.4,2018,1
1569,Delon Wright,PG,26,TOR,14.5,0.527,16.8,0.123,0.1,1.6,2018,1
1570,Delon Wright,PG,26,MEM,16.6,0.519,26.9,0.119,0,1.2,2018,1
1571,Thaddeus Young,PF,30,IND,16.2,0.569,12,0.133,0.4,1.1,2018,1
1572,Trae Young,PG,20,ATL,17,0.539,40.5,0.062,2.3,-2.8,2018,1
1573,Cody Zeller,C,26,CHO,17.2,0.611,12.1,0.15,-0.6,0.7,2018,1
1574,Ivica Zubac,C,21,TOT,18.9,0.604,9.1,0.148,-0.2,-0.2,2018,1
1575,Ivica Zubac,C,21,LAL,19.5,0.633,7.3,0.165,-0.3,0.1,2018,1
1576,Ivica Zubac,C,21,LAC,18.3,0.574,10.9,0.132,-0.2,-0.5,2018,1
1577,Steven Adams,C,26,OKC,20.5,0.604,13.2,0.185,1.9,1.1,2019,1
1578,Bam Adebayo,PF,22,MIA,20.3,0.598,24.2,0.168,1.4,2,2019,1
1579,LaMarcus Aldridge,C,34,SAS,19.7,0.571,11.4,0.122,1.8,-0.5,2019,1
1580,Nickeil Alexander-Walker,SG,21,NOP,8.9,0.473,21.1,-0.02,-3.2,-1.4,2019,1
1581,Grayson Allen,SG,24,MEM,12,0.609,10,0.082,-0.1,-1.2,2019,1
1582,Jarrett Allen,C,21,BRK,20.7,0.664,8.9,0.212,1.4,1,2019,1
1583,Kyle Anderson,SF,26,MEM,12.5,0.534,15.9,0.091,-1.5,2,2019,1
1584,Giannis Antetokounmpo,PF,25,MIL,31.9,0.613,34.2,0.279,7.4,4.1,2019,1
1585,Thanasis Antetokounmpo,SF,27,MIL,12.2,0.496,16.3,0.07,-4.6,1.4,2019,1
1586,Carmelo Anthony,PF,35,POR,12.4,0.525,6.4,0.033,-1.8,-1.8,2019,1
1587,OG Anunoby,SF,22,TOR,13.2,0.6,7.5,0.134,-0.8,1.9,2019,1
1588,D.J. Augustin,PG,32,ORL,14,0.554,26.8,0.098,-0.3,-1.3,2019,1
1589,Deandre Ayton,C,21,PHO,20,0.568,9.7,0.121,0.8,-0.4,2019,1
1590,Marvin Bagley III,C,20,SAC,15.6,0.512,4.9,0.051,-2.2,-1.3,2019,1
1591,Lonzo Ball,PG,22,NOP,13.1,0.517,29.1,0.058,0.1,0.6,2019,1
1592,Mo Bamba,C,21,ORL,17.5,0.542,7.2,0.135,-1.2,1.6,2019,1
1593,Harrison Barnes,PF,27,SAC,13.3,0.574,9.2,0.088,0,-1.3,2019,1
1594,RJ Barrett,SG,19,NYK,10.7,0.479,12.8,-0.015,-2.9,-1.5,2019,1
1595,Will Barton,SF,29,DEN,15.6,0.549,16,0.106,1.2,-0.2,2019,1
1596,Keita Bates-Diop,PF-SF,24,TOT,12.4,0.539,5.8,0.078,-1,-0.4,2019,1
1597,Keita Bates-Diop,PF,24,MIN,12.5,0.535,6.7,0.077,-0.8,-0.1,2019,1
1598,Keita Bates-Diop,SF,24,DEN,12.1,0.571,0,0.084,-2.2,-2.7,2019,1
1599,Nicolas Batum,SF,31,CHO,9.2,0.463,18.3,0.055,-2.8,0.9,2019,1
1600,Kent Bazemore,SF,30,TOT,9.3,0.499,7.4,0.017,-3.4,0.3,2019,1
1601,Kent Bazemore,SF,30,POR,7.5,0.475,7.1,-0.008,-3.6,0.4,2019,1
1602,Kent Bazemore,SF,30,SAC,12.6,0.533,8,0.065,-3,0.3,2019,1
1603,Darius Bazley,PF,19,OKC,9.6,0.497,5.1,0.041,-2.1,0.5,2019,1
1604,Bradley Beal,SG,26,WAS,23.2,0.579,29.5,0.118,5.3,-2.4,2019,1
1605,Malik Beasley,SG,23,TOT,12.7,0.546,9.4,0.049,-0.7,-1.4,2019,1
1606,Malik Beasley,SG,23,DEN,10.5,0.511,9.1,0.03,-2.2,-0.7,2019,1
1607,Malik Beasley,SG,23,MIN,16.2,0.591,9.8,0.079,1.7,-2.4,2019,1
1608,DeAndre' Bembry,SG,25,ATL,9.6,0.5,12.3,0.012,-3.5,1.1,2019,1
1609,Davis Bertans,PF,27,WAS,15.5,0.628,8.4,0.107,2.7,-1.8,2019,1
1610,Patrick Beverley,PG,31,LAC,12.5,0.56,18.2,0.128,-0.3,2.5,2019,1
1611,Khem Birch,C,27,ORL,11.7,0.566,7.3,0.112,-2.5,0.2,2019,1
1612,Goga Bitadze,C,20,IND,12.1,0.523,6.7,0.067,-4.1,1.8,2019,1
1613,Nemanja Bjelica,PF,31,SAC,15.7,0.602,14.7,0.127,1.2,0.5,2019,1
1614,Eric Bledsoe,PG,30,MIL,17.6,0.571,28.7,0.157,0.8,1.1,2019,1
1615,Bogdan Bogdanovic,SG,27,SAC,15.1,0.565,18,0.084,1.2,-0.5,2019,1
1616,Bojan Bogdanovic,SF,30,UTA,15.6,0.603,10,0.096,1.6,-1.5,2019,1
1617,Bol Bol,PF,20,DEN,14.4,0.617,9.8,0.063,-2.1,-0.7,2019,1
1618,Isaac Bonga,SF,20,WAS,10.2,0.608,7.9,0.068,-2.7,-0.1,2019,1
1619,Devin Booker,SG,23,PHO,20.6,0.618,30,0.143,3.4,-1.3,2019,1
1620,Chris Boucher,C,27,TOR,20.7,0.587,4.8,0.224,1,1,2019,1
1621,Avery Bradley,SG,29,LAL,8.9,0.537,7.2,0.062,-3,0.5,2019,1
1622,Tony Bradley,C,22,UTA,21.7,0.681,5.4,0.236,1,0.3,2019,1
1623,Ignas Brazdeikis,SF,21,NYK,3.2,0.351,10.6,-0.108,-5.1,-3.9,2019,1
1624,Mikal Bridges,SF,23,PHO,12.9,0.62,8.6,0.113,-0.6,1.5,2019,1
1625,Miles Bridges,SF,21,CHO,12.1,0.52,9.4,0.039,-1.5,-1,2019,1
1626,Oshae Brissett,SF,21,TOR,6.7,0.458,7,0.043,-5.8,0.4,2019,1
1627,Malcolm Brogdon,PG,27,IND,17.7,0.541,33.8,0.114,2.3,-0.5,2019,1
1628,Dillon Brooks,SG,24,MEM,11.3,0.51,10.5,0.027,-2.6,-1.4,2019,1
1629,Bruce Brown,PG,23,DET,11.9,0.518,20.4,0.062,-2,0.8,2019,1
1630,Jaylen Brown,SG,23,BOS,16.9,0.583,9.7,0.123,1,-0.2,2019,1
1631,Moses Brown,C,20,POR,6.7,0.407,4,-0.065,-8.2,-1.8,2019,1
1632,Sterling Brown,SF,24,MIL,9.5,0.486,8.6,0.07,-3,1,2019,1
1633,Troy Brown Jr.,SF,20,WAS,13.7,0.524,14.1,0.065,-0.8,-0.4,2019,1
1634,Jalen Brunson,PG,23,DAL,14.9,0.553,27,0.101,0.1,-1,2019,1
1635,Reggie Bullock,SG,28,NYK,9.3,0.502,8.8,0.036,-2.8,-0.3,2019,1
1636,Trey Burke,PG,27,TOT,15.6,0.548,23.7,0.123,0.8,-1,2019,1
1637,Trey Burke,PG,27,PHI,15.4,0.545,23.9,0.127,0.7,-1.2,2019,1
1638,Trey Burke,PG,27,DAL,16,0.553,23.2,0.117,1,-0.8,2019,1
1639,Alec Burks,SF-SG,28,TOT,16.7,0.561,17.2,0.101,1.2,-0.7,2019,1
1640,Alec Burks,SF,28,GSW,16.1,0.552,17.4,0.085,0.7,-0.6,2019,1
1641,Alec Burks,SG,28,PHI,19,0.594,16.3,0.161,3.1,-1.1,2019,1
1642,Jimmy Butler,SF,30,MIA,23.6,0.585,28.1,0.221,4,1.5,2019,1
1643,Kentavious Caldwell-Pope,SG,26,LAL,11,0.584,8.5,0.102,-1.2,0.4,2019,1
1644,Clint Capela,C,25,HOU,20.6,0.626,5.7,0.184,1,0.4,2019,1
1645,Jevon Carter,PG,24,PHO,11.3,0.563,11.9,0.093,-0.7,1.3,2019,1
1646,Wendell Carter Jr.,C,20,CHI,15.5,0.59,6,0.127,-2.1,-0.3,2019,1
1647,Alex Caruso,PG,25,LAL,10.8,0.525,13.6,0.095,-2.6,2.4,2019,1
1648,Willie Cauley-Stein,C,26,TOT,17,0.589,9.9,0.128,-1.2,1.7,2019,1
1649,Willie Cauley-Stein,C,26,GSW,16.2,0.573,9.9,0.113,-1.6,1.6,2019,1
1650,Willie Cauley-Stein,C,26,DAL,22.2,0.684,9.6,0.222,0.9,2.2,2019,1
1651,Chris Chiozza,PG,24,TOT,12,0.499,29.4,0.055,-1.6,0.5,2019,1
1652,Chris Chiozza,PG,24,WAS,9.2,0.397,29.2,-0.001,-3.6,2.2,2019,1
1653,Chris Chiozza,PG,24,BRK,13.2,0.531,29.5,0.08,-0.8,-0.3,2019,1
1654,Brandon Clarke,PF,23,MEM,20.9,0.663,9.5,0.183,2.4,0.7,2019,1
1655,Jordan Clarkson,SG,27,TOT,17.3,0.574,13.2,0.096,2.4,-1.3,2019,1
1656,Jordan Clarkson,SG,27,CLE,18.6,0.581,17,0.107,4.1,-1.4,2019,1
1657,Jordan Clarkson,SG,27,UTA,16.5,0.569,10.8,0.089,1.3,-1.2,2019,1
1658,Nic Claxton,C,20,BRK,14.8,0.577,12.4,0.121,-0.7,0,2019,1
1659,Amir Coffey,SG,22,LAC,8.5,0.493,12.3,0.041,-4.2,0.1,2019,1
1660,John Collins,PF,22,ATL,23.5,0.659,7.6,0.174,3.7,-0.6,2019,1
1661,Mike Conley,PG,32,UTA,14.1,0.537,23.1,0.089,0.7,-0.4,2019,1
1662,Pat Connaughton,SG,27,MIL,11.5,0.565,10.9,0.13,-0.9,1.5,2019,1
1663,Tyler Cook,PF-SF,22,TOT,19.4,0.741,2.9,0.182,0.3,-0.7,2019,1
1664,Tyler Cook,PF,22,CLE,23.9,0.752,4.5,0.244,2.9,-0.6,2019,1
1665,Tyler Cook,SF,22,DEN,11.3,0.694,0,0.069,-4.5,-0.9,2019,1
1666,Robert Covington,PF-C,29,TOT,13.3,0.559,5.9,0.083,-1.2,1.3,2019,1
1667,Robert Covington,PF,29,MIN,13.5,0.572,5.9,0.078,-1.2,1.2,2019,1
1668,Robert Covington,C,29,HOU,13.1,0.531,6.1,0.094,-1.2,1.3,2019,1
1669,Torrey Craig,SF,29,DEN,10.8,0.553,5.9,0.091,-2,-0.3,2019,1
1670,Jae Crowder,SF-PF,29,TOT,12.5,0.553,11.5,0.098,-0.5,0.4,2019,1
1671,Jae Crowder,SF,29,MEM,11,0.507,12.2,0.069,-1.4,0.2,2019,1
1672,Jae Crowder,PF,29,MIA,16.3,0.669,9.7,0.169,1.7,0.8,2019,1
1673,Jarrett Culver,SG,20,MIN,9.6,0.467,10.8,-0.004,-3.3,-0.7,2019,1
1674,Seth Curry,SG,29,DAL,15.5,0.643,11.6,0.13,1.7,-0.9,2019,1
1675,Stephen Curry,PG,31,GSW,21.7,0.557,42.3,0.103,4.5,-0.6,2019,1
1676,Anthony Davis,PF,26,LAL,27.4,0.61,15.1,0.25,5.4,2.6,2019,1
1677,Ed Davis,C,30,UTA,9.5,0.489,5.2,0.102,-4.6,1.5,2019,1
1678,Terence Davis,SG,22,TOR,13.8,0.588,14.2,0.122,0.1,0.7,2019,1
1679,Dewayne Dedmon,C,30,TOT,9.4,0.473,4,0.005,-5.8,0,2019,1
1680,Dewayne Dedmon,C,30,SAC,8.5,0.477,3.9,-0.007,-6.3,-0.1,2019,1
1681,Dewayne Dedmon,C,30,ATL,11.4,0.463,4.3,0.032,-4.6,0.1,2019,1
1682,DeMar DeRozan,SF,30,SAS,21.6,0.603,26.1,0.151,2.3,-0.4,2019,1
1683,Hamidou Diallo,SF,21,OKC,9.3,0.491,5.9,0.022,-4.2,0.3,2019,1
1684,Gorgui Dieng,C,30,TOT,17.1,0.568,9.7,0.129,-0.2,1.8,2019,1
1685,Gorgui Dieng,C,30,MIN,17.8,0.563,11.1,0.129,0.3,1.5,2019,1
1686,Gorgui Dieng,C,30,MEM,15.5,0.583,6.3,0.13,-1.5,2.5,2019,1
1687,Spencer Dinwiddie,PG,26,BRK,17.8,0.541,35,0.116,2.7,-0.8,2019,1
1688,Luka Don?i?,PG,20,DAL,27.6,0.585,45.7,0.207,7.4,1,2019,1
1689,Luguentz Dort,SF,20,OKC,7.6,0.506,4.6,0.049,-4.1,0.4,2019,1
1690,Sekou Doumbouya,PF,19,DET,6.2,0.474,3.6,-0.02,-5.3,-1.4,2019,1
1691,PJ Dozier,SG,23,DEN,11.6,0.495,21.6,0.044,-2.6,-1.3,2019,1
1692,Goran Dragic,PG,33,MIA,16.3,0.573,29.2,0.102,1.4,-1.6,2019,1
1693,Andre Drummond,C,26,TOT,22,0.553,13.6,0.108,-0.1,1.1,2019,1
1694,Andre Drummond,C,26,DET,22.1,0.55,14,0.116,0,1.2,2019,1
1695,Andre Drummond,C,26,CLE,21.1,0.573,10.8,0.053,-0.9,0.4,2019,1
1696,Wayne Ellington,SG,32,NYK,8.5,0.509,11,0.035,-1.9,-0.9,2019,1
1697,Joel Embiid,C,25,PHI,25.8,0.59,16.9,0.192,3.7,1,2019,1
1698,Drew Eubanks,C,22,SAS,17.3,0.682,7.7,0.134,-1.4,-0.3,2019,1
1699,Tacko Fall,C,24,BOS,28.4,0.751,5.8,0.223,0.4,6,2019,1
1700,Derrick Favors,C,28,NOP,18.5,0.62,9.2,0.162,0.7,0.3,2019,1
1701,Bruno Fernando,C,21,ATL,11.9,0.542,9.9,0.055,-3.2,-0.9,2019,1
1702,Dorian Finney-Smith,PF,26,DAL,12.3,0.595,7.2,0.11,0.1,-0.3,2019,1
1703,Bryn Forbes,SG,26,SAS,11.1,0.57,9.5,0.047,-0.6,-2.1,2019,1
1704,Evan Fournier,SF,27,ORL,16.4,0.595,16.6,0.106,1.4,-0.4,2019,1
1705,De'Aaron Fox,PG,22,SAC,20.6,0.558,35.3,0.118,2.3,-0.5,2019,1
1706,Daniel Gafford,C,21,CHI,16.2,0.686,5.2,0.146,-2.8,1.5,2019,1
1707,Danilo Gallinari,PF,31,OKC,19.5,0.612,10.3,0.166,4.1,-0.9,2019,1
1708,Darius Garland,SG,20,CLE,8.5,0.498,18.5,-0.034,-2.7,-2.8,2019,1
1709,Rudy Gay,PF,33,SAS,15.4,0.553,11.3,0.068,0,-0.9,2019,1
1710,Paul George,SF,29,LAC,21.1,0.589,21.1,0.161,3.8,1.1,2019,1
1711,Taj Gibson,C,34,NYK,16.1,0.61,7.6,0.12,-0.8,-0.3,2019,1
1712,Shai Gilgeous-Alexander,SG,21,OKC,17.7,0.568,15.2,0.121,1.3,0.4,2019,1
1713,Rudy Gobert,C,27,UTA,21.7,0.699,6.5,0.221,1.7,1.9,2019,1
1714,Aaron Gordon,PF,24,ORL,15.1,0.516,17.4,0.087,-0.1,0.1,2019,1
1715,Eric Gordon,SF,31,HOU,10.3,0.51,7.9,0.024,-1.8,-2.1,2019,1
1716,Devonte' Graham,PG,24,CHO,15.8,0.537,35.3,0.073,2.5,-2.1,2019,1
1717,Jerami Grant,PF,25,DEN,14.4,0.591,6.6,0.111,0.1,-0.6,2019,1
1718,Danny Green,SG,32,LAL,10.8,0.552,7.1,0.096,-1.1,1.5,2019,1
1719,Draymond Green,PF,29,GSW,12.5,0.489,31.2,0.044,-2.1,1.9,2019,1
1720,JaMychal Green,PF,29,LAC,11.1,0.576,5,0.115,-1.2,0.7,2019,1
1721,Javonte Green,SG,26,BOS,13.1,0.564,7.7,0.113,-2.1,1.4,2019,1
1722,Jeff Green,PF-C,33,TOT,13.7,0.59,7.9,0.104,0,-0.1,2019,1
1723,Jeff Green,PF,33,UTA,10,0.523,5.2,0.046,-1.9,-0.2,2019,1
1724,Jeff Green,C,33,HOU,18.6,0.682,11.5,0.183,2.5,0.1,2019,1
1725,Blake Griffin,PF,30,DET,11.9,0.476,18,-0.012,-1.7,-2.6,2019,1
1726,Tim Hardaway Jr.,SG,27,DAL,14.5,0.581,9.7,0.102,1.2,-1.4,2019,1
1727,James Harden,SG,30,HOU,29.1,0.626,35.9,0.254,8.1,1.6,2019,1
1728,Maurice Harkless,PF-SF,26,TOT,9.8,0.572,6.4,0.09,-2.6,1.9,2019,1
1729,Maurice Harkless,PF,26,LAC,9.7,0.584,5.5,0.095,-2.5,2.4,2019,1
1730,Maurice Harkless,SF,26,NYK,10.1,0.536,9.7,0.069,-3.2,-0.3,2019,1
1731,Montrezl Harrell,C,26,LAC,23.2,0.607,10.3,0.191,2.5,0.5,2019,1
1732,Gary Harris,SG,25,DEN,9.7,0.519,8.9,0.052,-2.8,0.3,2019,1
1733,Joe Harris,SF,28,BRK,13.3,0.606,10.4,0.097,0.4,-0.6,2019,1
1734,Tobias Harris,PF,27,PHI,17.2,0.556,14.6,0.121,1.3,-0.5,2019,1
1735,Josh Hart,SF,24,NOP,11.9,0.563,8.2,0.085,-1.1,0.4,2019,1
1736,Isaiah Hartenstein,C,21,HOU,18.6,0.674,10,0.19,-1,1.3,2019,1
1737,Udonis Haslem,C,39,MIA,6.5,0.47,3.2,0.041,-6.1,-1.4,2019,1
1738,Jaxson Hayes,C,19,NOP,17.6,0.689,7.2,0.171,-0.9,0.6,2019,1
1739,Gordon Hayward,SF,29,BOS,18.1,0.595,18.7,0.158,2.6,0.1,2019,1
1740,Juancho Hernangomez,PF,24,TOT,10.4,0.518,6.6,0.052,-2.2,-1.1,2019,1
1741,Juancho Hernangomez,PF,24,DEN,6.9,0.442,6.7,0.007,-4,-1.2,2019,1
